vendorId,companyName,primaryContactName,primaryContactEmail,phoneNumber,address,category,engagementStatus,registrationDate,lastInteractionDate,performanceRating,contractEndDate,notes
V1176,Green-Conley,Grant Rodriguez,green-conley18@example.com,+1-511-786-2569,"299 Holloway Springs, Timothybury, CT 64702",Logistics & Distribution,YET_TO_RESPOND,2023-08-23,2025-04-15T18:13:31.310713,4.8,2027-10-06,Heavy well specific while boy single imagine recognize evening fine head have.
V1177,Williams LLC,Justin Hernandez,williams.llc39@example.com,+1-219-684-4159,"1663 Keller Ferry Suite 852, Chadside, NH 13525",Raw Materials (Produce),OPEN_IN_PROGRESS,2025-08-13,2025-04-16T18:13:31.310950,2.3,2027-08-24,Song act threat bank mean response security forget field other deal spend religious stage world per.
V1178,Davis and Sons,Cody Anderson,davis.and.sons36@example.com,001-470-959-4567x7033,"1073 Rodriguez Streets Apt. 412, Ambermouth, TX 38470",Marketing & Advertising,COMPLETED_ONBOARDED,2025-03-04,2024-12-02T18:13:31.311190,3.0,2026-01-24,Morning art middle when national always green enjoy where base wear country by after assume share future leave around part.
V1179,Herrera-Shelton,Sylvia Rodriguez,herrera-shelton36@example.com,569.655.7089x77842,"3880 John Villages, South Elijahbury, DE 35899",Contract Manufacturing,YET_TO_RESPOND,2023-05-26,2024-11-10T18:13:31.311450,3.0,2025-11-25,Action realize see today challenge since carry military example walk just information.
V1180,Schmidt Ltd,Michael Petty,schmidt.ltd31@example.com,+1-717-840-6987x9704,"4837 Bennett Villages Suite 748, East Marcus, MN 86715",Logistics & Distribution,OPEN_IN_PROGRESS,2023-05-04,2025-05-11T18:13:31.311688,2.1,2027-01-16,Pm charge wish candidate service action require against relationship American sometimes marriage company to table why community attention.
V1181,Moore-Grant,Malik Long,moore-grant26@example.com,5612073075,"869 Lee Harbors, Port Kelly, PW 48331",Ingredients & Additives,OPEN_IN_PROGRESS,2023-01-29,2025-08-21T18:13:31.311952,3.3,2027-07-21,Doctor cell blue cup third development agreement claim manager seem raise.
V1182,Romero-Garcia,Mrs. Lisa Villegas,romero-garcia33@example.com,(524)481-6828,"4676 Graham Ferry Suite 129, Bakerport, VA 56212",Contract Manufacturing,OPEN_IN_PROGRESS,2024-02-07,2024-11-20T18:13:31.312236,3.5,2026-12-03,There young do century husband responsibility value good art staff avoid share message nation type training plant become.
V1183,Smith Inc,Robin Kirk DVM,smith.inc39@example.com,708-493-6979x85512,"273 Courtney Mission, Michellechester, MA 23934",Packaging Solutions,YET_TO_RESPOND,2025-06-08,2025-08-08T18:13:31.312470,2.0,2027-06-18,Environmental beat TV campaign bar bad firm yourself pressure important concern arrive.
V1184,Tran and Sons,James Weaver,tran.and.sons36@example.com,+1-560-686-3843x76905,"0135 Brooks Brook Suite 971, Rileyland, IL 04691",IT Services,COMPLETED_ONBOARDED,2024-08-05,2025-02-27T18:13:31.312723,2.0,2027-07-15,Beautiful seem whether one arrive class home responsibility stage discover there.
V1185,Adams-Smith,Kimberly Barnes,adams-smith5@example.com,+1-772-887-7460,"134 Jennings Union, Graceberg, VT 43327",Marketing & Advertising,OPEN_IN_PROGRESS,2023-06-09,2025-10-19T18:13:31.312989,1.1,2026-01-03,Listen concern worry energy and live report usually up another dark free all actually test physical treat crime sit.
V1186,"Marshall, Reynolds and Lewis",Michelle Smith,marshall.reynolds.and.lewis8@example.com,(347)346-1520,"8595 Jaclyn Stream Suite 647, South Brandon, PR 38899",IT Services,YET_TO_RESPOND,2025-03-20,2024-12-14T18:13:31.313285,2.8,2025-11-17,Name today return whose build present site west win single hit gun senior now.
V1187,Brown PLC,Cheryl Wallace,brown.plc41@example.com,961.653.1994,"64834 Shaw Station Apt. 237, Julietown, IA 22910",Logistics & Distribution,COMPLETED_ONBOARDED,2023-07-31,2025-10-13T18:13:31.313523,3.1,2026-07-17,Candidate left join pattern herself room hot official hot very answer east chair through after will.
V1188,Kirk-Rodriguez,Brian Swanson,kirk-rodriguez40@example.com,001-758-542-1870x59319,"8312 Newton Common Apt. 712, Ginaborough, AS 08710",Contract Manufacturing,COMPLETED_ONBOARDED,2023-12-21,2025-07-13T18:13:31.313798,1.9,2027-01-08,Similar ball plant current future eight performance next lawyer along call.
V1189,"Alexander, Lloyd and Sharp",Richard Martinez,alexander.lloyd.and.sharp10@example.com,+1-628-713-5059x734,"89868 Herrera Cliff, Justinhaven, NC 44743",Marketing & Advertising,YET_TO_RESPOND,2023-02-03,2025-07-14T18:13:31.314107,2.9,2025-11-12,Into model democratic run good indicate discuss or others hundred center.
V1190,"Jackson, Jackson and Young",Kevin Owens,jackson.jackson.and.young18@example.com,558-997-8539x024,"60473 Ryan Gateway, Markport, TN 09927",Contract Manufacturing,COMPLETED_ONBOARDED,2023-07-20,2024-10-31T18:13:31.314411,1.1,2027-08-09,Decision piece remain purpose when at blood either fine true write last author race country focus chance simply I.
V1191,"Cruz, Arnold and Ellis",Vanessa Ortiz,cruz.arnold.and.ellis5@example.com,001-962-823-4432x531,"96159 Patton Road, North Dawnfurt, AK 03254",Contract Manufacturing,COMPLETED_ONBOARDED,2024-02-02,2024-11-25T18:13:31.314717,4.0,2026-04-24,Future positive fly admit rich smile decision prepare conference task.
V1192,Cain-Davis,Mrs. Lisa White,cain-davis44@example.com,+1-638-343-4330x75245,"65533 Alyssa Trafficway Suite 369, Gilbertfurt, IN 13300",Contract Manufacturing,COMPLETED_ONBOARDED,2025-05-29,2025-02-09T18:13:31.314995,4.1,2025-12-14,West talk early sound way heart official if success table chance you reveal red hot pass alone.
V1193,"Harris, Alvarado and Peterson",Julie Crosby,harris.alvarado.and.peterson27@example.com,+1-538-637-2527x291,"917 John Tunnel Suite 529, Port Amandafurt, IA 11263",Marketing & Advertising,YET_TO_RESPOND,2024-04-29,2025-09-10T18:13:31.315295,1.4,2027-07-22,May suffer season major decade accept management company prove reach business candidate single bad yes certainly.
V1194,Glass-Boyer,Joseph Stone,glass-boyer9@example.com,+1-687-426-3820x720,"878 Goodwin Lake, Heathermouth, PR 33504",Manufacturing Equipment,COMPLETED_ONBOARDED,2023-11-08,2025-01-31T18:13:31.315566,1.9,2027-05-25,Lawyer off young chance great our skin week this marriage much.
V1195,Lewis Inc,James Wilson,lewis.inc36@example.com,802.567.5061x5995,"4232 Huff Mills Apt. 348, East Annahaven, AL 98268",Manufacturing Equipment,OPEN_IN_PROGRESS,2025-04-02,2025-01-13T18:13:31.315808,2.6,2026-06-14,President soldier major authority space subject set prevent art.
V1196,Perez PLC,Courtney Fitzgerald,perez.plc42@example.com,939-846-9004x2174,"895 Nancy Knoll, East Alanhaven, IN 32293",IT Services,YET_TO_RESPOND,2023-08-01,2025-05-15T18:13:31.316036,3.8,2025-10-21,State science argue wind store end production wrong name force hour marriage.
V1197,Porter-House,Micheal Mccarthy,porter-house31@example.com,695.807.1676,"36718 Jason River Suite 000, East Rebecca, NJ 22842",Manufacturing Equipment,YET_TO_RESPOND,2024-09-30,2025-09-24T18:13:31.316301,2.6,2026-11-26,Paper industry establish western audience live or new surface he ready consumer federal option past education try week.
V1198,"Harrington, Contreras and Martin",Joseph Morrow,harrington.contreras.and.martin28@example.com,(464)300-6806,"872 Joseph Heights, Shelbyland, HI 03819",Contract Manufacturing,OPEN_IN_PROGRESS,2023-12-26,2025-06-29T18:13:31.316627,2.8,2026-08-02,Series ever item customer have read school down expert body difficult four later indeed since though.
V1199,Martinez-Reed,Robert Mason,martinez-reed42@example.com,(624)920-5063,"901 Williams Forge Suite 358, North William, NE 11055",Manufacturing Equipment,OPEN_IN_PROGRESS,2025-09-03,2025-08-05T18:13:31.316903,4.8,2027-05-12,There ahead hard town beyond music pattern us individual about station body others claim rest clearly spend cause area this.
V1200,Burns-Webster,David Palmer,burns-webster21@example.com,+1-336-582-8506x6816,"733 Flores Greens Suite 567, Nicholsfort, WV 58632",IT Services,OPEN_IN_PROGRESS,2023-09-07,2025-03-23T18:13:31.317188,4.8,2027-06-21,Else important again us management loss author about third garden ahead bag.
V1201,Roberts-Hall,Brandy Cuevas,roberts-hall14@example.com,3593682400,"385 Denise Fields Apt. 707, New Sarahberg, NV 26471",Logistics & Distribution,YET_TO_RESPOND,2025-09-03,2024-11-27T18:13:31.317453,2.1,2027-04-08,Draw finally ten exist region suddenly both difficult some catch its strategy many tell so ask word need Mrs off.
V1202,Cox Inc,Stephen Kelley,cox.inc35@example.com,422-583-6522x818,"9331 Brett Locks, North David, MS 42417",Packaging Solutions,YET_TO_RESPOND,2024-08-21,2024-10-24T18:13:31.317683,4.1,2027-08-23,Room trade involve address must finally change authority impact compare beat speak commercial.
V1203,Pollard and Sons,Timothy Allen Jr.,pollard.and.sons4@example.com,001-737-289-9716x0057,"39764 Brandon Fork Apt. 130, Turnerbury, MS 69534",IT Services,COMPLETED_ONBOARDED,2023-10-06,2024-11-21T18:13:31.317930,1.8,2026-11-08,Ten can prevent main play everyone husband analysis could wife.
V1204,"Ramirez, Soto and Bentley",Jennifer Singh,ramirez.soto.and.bentley49@example.com,(432)622-5639x081,"00176 Fisher Trail Suite 094, East Davidchester, NM 63253",Contract Manufacturing,OPEN_IN_PROGRESS,2024-07-02,2025-06-24T18:13:31.318246,1.0,2027-10-14,Growth and many move strategy subject another choose politics.
V1205,Lam LLC,Jessica Jefferson,lam.llc27@example.com,582.841.7669x695,"PSC 0275, Box 8103, APO AE 09104",Packaging Solutions,COMPLETED_ONBOARDED,2024-07-15,2024-12-19T18:13:31.318408,3.0,2026-09-15,Law relationship tough base light tax fill race water one offer thousand likely meet.
V1206,Ellis-Mclaughlin,Michael Walker,ellis-mclaughlin9@example.com,293-206-8020,"USNV Black, FPO AA 77109",Marketing & Advertising,OPEN_IN_PROGRESS,2024-01-13,2025-08-06T18:13:31.318633,2.1,2026-12-12,Find week put enough contain sit item find interest that benefit class more lawyer time analysis stage.
V1207,Mullen-Allen,Eric Morton,mullen-allen46@example.com,(604)757-0241x83784,"3390 Nancy Tunnel, Martinezberg, IA 18578",Contract Manufacturing,YET_TO_RESPOND,2024-10-27,2025-06-11T18:13:31.318901,3.9,2026-04-16,Join first style build their company politics road always these else owner role gun star behind everything meeting.
V1208,Foster Inc,Paula Coleman,foster.inc18@example.com,939-986-6858,"3917 Bryant Center Suite 865, Cookbury, RI 18221",Marketing & Advertising,COMPLETED_ONBOARDED,2025-06-07,2024-11-11T18:13:31.319153,1.9,2027-01-03,Section apply quite fight discuss big democratic author bring development successful feeling cup garden box.
V1209,"Garza, Butler and Boyd",Amanda Ruiz,garza.butler.and.boyd50@example.com,464-818-9474,"42736 Jorge Harbors Apt. 779, Murphyport, ME 52547",Raw Materials (Produce),COMPLETED_ONBOARDED,2023-03-10,2025-09-03T18:13:31.319460,1.4,2026-07-04,Effect boy attorney cold theory style friend career decade.
V1210,Barnes-Dennis,Dylan Johnson,barnes-dennis39@example.com,(670)996-6014x0779,"320 Gonzalez Branch Apt. 838, Laurashire, GA 40063",Manufacturing Equipment,OPEN_IN_PROGRESS,2024-07-02,2025-05-10T18:13:31.319731,2.7,2027-02-21,Special new inside Mrs either wide them indicate reduce ok exactly.
V1211,"Graham, Jimenez and Ayala",Sara Wolf,graham.jimenez.and.ayala20@example.com,766-375-2369x5481,"80470 Turner Mews, Johnland, NY 59900",Raw Materials (Produce),YET_TO_RESPOND,2023-01-27,2025-08-17T18:13:31.320037,2.4,2026-01-19,Both reality better hospital performance even generation soon put.
V1212,"Moreno, Harris and Irwin",Robert Williams,moreno.harris.and.irwin18@example.com,(344)650-3051x3715,"865 Betty Overpass, Marshallmouth, PA 73773",IT Services,OPEN_IN_PROGRESS,2023-11-27,2025-07-09T18:13:31.320340,2.7,2027-10-07,Blue talk easy candidate public dog general improve tax.
V1213,Wallace PLC,Ernest Anderson,wallace.plc23@example.com,001-902-465-4720,"USNV Brown, FPO AE 28337",Raw Materials (Produce),YET_TO_RESPOND,2023-06-04,2025-04-21T18:13:31.320531,1.5,2027-07-31,Want among American couple thus provide contain movie tax return.
V1214,Abbott LLC,Julia Smith,abbott.llc35@example.com,(696)597-4555x16465,"49006 Richard Lock Apt. 487, North Stacey, OH 46733",Marketing & Advertising,YET_TO_RESPOND,2025-08-23,2025-04-21T18:13:31.320765,3.4,2026-12-12,Sometimes meet material child cultural vote experience huge although number.
V1215,Cole Group,Suzanne Alexander,cole.group46@example.com,268-960-7931x88570,"4190 Louis Center, Cruzborough, FL 38126",Logistics & Distribution,COMPLETED_ONBOARDED,2025-08-23,2025-02-13T18:13:31.321000,4.0,2027-10-16,Participant paper anything offer life herself safe dinner society.
V1216,"Matthews, Smith and Singleton",James Evans,matthews.smith.and.singleton10@example.com,+1-981-984-7236,"8717 Bolton Knolls Suite 536, South Jessestad, SC 31859",Logistics & Distribution,OPEN_IN_PROGRESS,2025-07-31,2025-03-29T18:13:31.321308,3.4,2026-05-14,Record research goal drive wonder space kitchen glass whom that task.
V1217,Johnson-Miles,Desiree King,johnson-miles43@example.com,(703)895-1602x178,"4301 Schroeder Knoll, Port Heather, CT 60121",Ingredients & Additives,YET_TO_RESPOND,2024-02-09,2025-06-30T18:13:31.321575,1.3,2026-10-28,American difficult already range seven property thought bad last box actually see condition worry student education role own impact now.
V1218,"English, Anderson and Williams",Andrew Molina,english.anderson.and.williams31@example.com,(282)475-9839x91772,"85744 Jose Run Suite 447, Staceytown, WV 62733",Logistics & Distribution,COMPLETED_ONBOARDED,2025-01-18,2025-01-17T18:13:31.321875,1.4,2026-07-11,Bank just of responsibility green space top page now sound day small others growth how agency television thousand peace field.
V1219,Smith LLC,Darrell Mills,smith.llc33@example.com,243-654-4632x48453,"0313 Stephen Mission, New Victorberg, NJ 37719",Packaging Solutions,YET_TO_RESPOND,2023-01-21,2025-10-07T18:13:31.322099,4.0,2026-10-14,Without risk radio girl he why data government contain your actually during back.
V1220,Howard-Daniel,Wesley Wheeler,howard-daniel7@example.com,001-860-897-1789x081,"6096 Joel Burgs, Port Anita, CA 51958",Marketing & Advertising,OPEN_IN_PROGRESS,2025-04-06,2025-03-06T18:13:31.322353,4.8,2027-03-01,Discover necessary never find trial level mother try this actually large leg drug risk should.
V1221,Hicks Group,Richard Nelson,hicks.group3@example.com,+1-667-739-8620x19381,"236 Barbara Lodge, New Brendatown, LA 91589",Ingredients & Additives,YET_TO_RESPOND,2023-01-10,2025-06-12T18:13:31.322579,4.4,2027-07-08,Agency trade good fear catch material detail material treat sign tonight claim teacher purpose.
V1222,Castillo Inc,Megan Davis,castillo.inc21@example.com,(356)734-0465x01045,"PSC 7326, Box 4271, APO AP 42167",Contract Manufacturing,YET_TO_RESPOND,2024-04-25,2025-04-28T18:13:31.322751,4.0,2026-07-31,Quality herself candidate letter receive a speech police drug artist official already game sit listen worry student.
V1223,James-Thomas,Adam Thomas,james-thomas21@example.com,563-717-9032,"410 Eddie Branch Suite 270, North Christopherton, OH 59891",Ingredients & Additives,YET_TO_RESPOND,2023-12-24,2025-09-04T18:13:31.323013,4.0,2026-03-02,These new board these imagine laugh resource difficult staff style rule example significant.
V1224,Young-Dawson,Danielle Watson,young-dawson23@example.com,+1-393-964-8142,"26206 Patricia Lights Apt. 956, Russellton, ND 58675",Contract Manufacturing,YET_TO_RESPOND,2025-01-25,2025-09-13T18:13:31.323285,4.9,2026-11-11,Door animal break look read science take evening establish human gas within already already project low beyond.
V1225,"Haley, Gardner and Mckee",Ebony White,haley.gardner.and.mckee25@example.com,572.582.8806,"58455 Victoria Ranch, Christinebury, CT 31450",Packaging Solutions,COMPLETED_ONBOARDED,2024-05-07,2025-06-03T18:13:31.323583,2.0,2027-08-24,Store while week concern energy management his full successful where thought rest.
V1226,Curtis-Schwartz,Trevor Weber,curtis-schwartz15@example.com,258-611-1662x65208,"28007 Michelle Hollow Suite 510, East Joseph, ME 98243",Contract Manufacturing,COMPLETED_ONBOARDED,2024-02-03,2025-07-04T18:13:31.323846,2.0,2025-12-20,Local fight state than identify minute across hear threat.
V1227,Guzman-Anderson,Teresa Jones,guzman-anderson39@example.com,001-666-524-2244x57129,"5195 Craig Inlet Apt. 775, Georgechester, MT 39023",Marketing & Advertising,OPEN_IN_PROGRESS,2025-09-13,2025-02-16T18:13:31.324136,1.1,2026-01-09,Commercial skin now edge the least this road past.
V1228,"Franklin, Gordon and Martin",Erik Butler,franklin.gordon.and.martin23@example.com,302.641.8095x3007,"3794 Shaffer Greens, Lindseyton, GA 30596",Manufacturing Equipment,OPEN_IN_PROGRESS,2023-10-02,2024-11-17T18:13:31.324439,1.8,2026-09-18,Industry center then type indeed factor position may sort serious research role score whatever hotel century more.
V1229,"Juarez, Patterson and Edwards",Mark Valdez,juarez.patterson.and.edwards42@example.com,+1-221-750-3776x7478,"73525 Garcia Extensions Apt. 911, West Jefferyburgh, OH 26017",Manufacturing Equipment,COMPLETED_ONBOARDED,2024-02-02,2025-10-05T18:13:31.324751,4.1,2026-08-11,Forward source hand water both each all drop family day concern live bed.
V1230,Rios Group,Robert Love,rios.group48@example.com,001-919-638-4275x528,"44340 White Overpass, Melanieside, FL 53225",Manufacturing Equipment,COMPLETED_ONBOARDED,2023-05-22,2024-12-22T18:13:31.324986,4.1,2027-04-01,Once sport project require within well major born guess bed make.
V1231,Jackson and Sons,David Fox,jackson.and.sons40@example.com,(821)595-0282x7428,"31084 Thomas Throughway, Danielville, MS 88615",Raw Materials (Produce),OPEN_IN_PROGRESS,2023-07-22,2025-06-13T18:13:31.325220,5.0,2026-03-08,Coach arm onto subject put smile you capital condition one tonight up wind food or general help money information.
V1232,Allen-Willis,Shane Hill,allen-willis7@example.com,001-212-392-5271x13814,"7843 Kyle Gardens, South Cindy, PR 84424",Contract Manufacturing,YET_TO_RESPOND,2024-06-09,2025-08-21T18:13:31.325479,3.9,2027-02-04,Population writer other find claim somebody party role threat area.
V1233,Barnes Ltd,Joshua Obrien,barnes.ltd21@example.com,699-230-8826,"5076 Trevor Burg, East Jacob, NY 63810",Raw Materials (Produce),COMPLETED_ONBOARDED,2023-05-10,2025-05-04T18:13:31.325720,1.0,2026-09-05,Current improve medical war hospital show point down truth usually brother pretty sign appear.
V1234,Dean and Sons,Luis Jarvis,dean.and.sons23@example.com,001-673-642-4686x0097,"0467 Thomas Bridge, Huffmanborough, CA 13403",Raw Materials (Produce),OPEN_IN_PROGRESS,2025-04-07,2025-03-01T18:13:31.325966,4.2,2026-05-21,In big meeting matter control clearly central pull represent.
V1235,"Garcia, Serrano and Schneider",Kenneth Beard,garcia.serrano.and.schneider6@example.com,466.529.3608x55844,"PSC 2706, Box 2990, APO AP 28363",Logistics & Distribution,COMPLETED_ONBOARDED,2024-03-01,2024-11-21T18:13:31.326199,1.9,2027-04-20,Should ball health several generation across say fire power because amount public news area similar.
V1236,Foster-Davis,Steven Donaldson,foster-davis20@example.com,(245)377-4538x7760,"Unit 8459 Box 9731, DPO AP 35764",Raw Materials (Produce),OPEN_IN_PROGRESS,2023-08-08,2024-12-11T18:13:31.326398,2.9,2027-05-30,Girl over affect operation year only under war fact short risk country total war base remain foreign public million.
V1237,"Gutierrez, Flores and Pace",Darin Ryan,gutierrez.flores.and.pace22@example.com,+1-836-798-4875x3446,"4937 Clinton Ramp, South Erikfurt, UT 41806",Contract Manufacturing,OPEN_IN_PROGRESS,2023-10-04,2024-11-26T18:13:31.326696,4.0,2026-09-07,First our where back have but hour still miss series red.
V1238,Morales LLC,Rodney Solis,morales.llc48@example.com,552-354-1590x59033,"384 Yates Lakes, Dianetown, WV 14461",Marketing & Advertising,YET_TO_RESPOND,2025-01-26,2025-10-03T18:13:31.326943,1.3,2027-10-04,Ball culture response dog star certain note class coach store may believe memory must go figure ten.
V1239,House-Fletcher,Karen Moore,house-fletcher8@example.com,422-325-8374x743,"765 Hoffman Isle, Christopherchester, PA 99474",Marketing & Advertising,COMPLETED_ONBOARDED,2023-03-15,2025-07-22T18:13:31.327213,4.2,2025-10-27,I player sort mean hot scene three majority present nor cold final ground feeling both.
V1240,Ayala-Morris,Brian Williams,ayala-morris41@example.com,8073789473,"3547 Lee Fields, Amandafort, AS 48178",Ingredients & Additives,YET_TO_RESPOND,2025-03-31,2025-03-18T18:13:31.327476,1.4,2027-04-18,Campaign with court book property new finally term only home live make she care main he.
V1241,"Walters, Rivera and Hill",Peter Padilla,walters.rivera.and.hill13@example.com,+1-587-546-7019,"7364 Reese Route, Derekstad, IA 43096",Manufacturing Equipment,COMPLETED_ONBOARDED,2023-06-14,2024-12-02T18:13:31.327777,1.4,2026-03-13,Price true evening garden measure beyond administration hot gun.
V1242,Charles Ltd,Shawn Rodriguez,charles.ltd12@example.com,316.594.7376,"97009 Jeffrey Fall, Elliottberg, CA 23468",IT Services,YET_TO_RESPOND,2023-07-28,2025-05-19T18:13:31.328009,1.5,2025-11-17,Like rise effect make rate condition away daughter hard democratic make ever.
V1243,"Campbell, Osborne and Coleman",Devin Wright,campbell.osborne.and.coleman12@example.com,(583)696-1753x8225,"1803 Leah Vista Suite 330, Lake Michelleborough, VA 75593",Contract Manufacturing,YET_TO_RESPOND,2024-03-12,2025-03-20T18:13:31.328317,1.5,2026-01-07,Care million east magazine phone become edge size service until behind citizen common sure single popular edge between though cut order.
V1244,Oliver Group,Clinton Erickson,oliver.group18@example.com,(791)467-1221x172,"Unit 1089 Box 6221, DPO AA 57755",IT Services,COMPLETED_ONBOARDED,2025-10-07,2024-10-24T18:13:31.328480,4.2,2025-12-29,Time including fight black outside professor reach moment message tax.
V1245,Cruz-Vega,Miss Kristina Christensen,cruz-vega27@example.com,5926477322,"USNV Wright, FPO AE 88687",IT Services,COMPLETED_ONBOARDED,2023-04-07,2025-04-21T18:13:31.328708,2.7,2026-05-29,Tax agent others nice practice per trade science western.
V1246,King and Sons,Priscilla Gamble,king.and.sons43@example.com,640-620-4249x217,"41811 Cole Coves, Nashstad, GA 43661",Packaging Solutions,OPEN_IN_PROGRESS,2023-10-03,2025-05-02T18:13:31.328960,4.9,2026-10-24,Wide next city whom chair political movement worker field.
V1247,"Harris, Thompson and Dixon",Mary Mahoney,harris.thompson.and.dixon1@example.com,001-331-667-7124x3403,"8797 Natasha Greens, Lake Michelle, TX 72841",Marketing & Advertising,OPEN_IN_PROGRESS,2024-11-07,2025-04-20T18:13:31.329262,1.9,2026-07-20,Responsibility language likely mean social center throughout manage claim look event.
V1248,"Rodriguez, Roberts and Dennis",Thomas Carr MD,rodriguez.roberts.and.dennis12@example.com,267.644.6508x9765,"1949 Jackson Bypass, Port Tonyaport, CA 63101",Raw Materials (Produce),OPEN_IN_PROGRESS,2024-10-17,2025-01-21T18:13:31.329572,2.6,2026-06-28,Fire soldier back player strong face whose federal name some.
V1249,"Brown, Sharp and Higgins",Scott Bass,brown.sharp.and.higgins36@example.com,499.372.7035,"42326 Lori Glen Apt. 279, Alexismouth, NV 17131",Ingredients & Additives,COMPLETED_ONBOARDED,2023-07-27,2024-10-28T18:13:31.329867,3.1,2027-03-18,Hard personal defense serve these watch war party behavior around her respond simply international agree relate cut around bar support.
V1250,"Mueller, Allen and Romero",Levi Salazar,mueller.allen.and.romero1@example.com,821-612-0944x9468,"6234 Victoria Isle, Whiteshire, MA 00902",Raw Materials (Produce),YET_TO_RESPOND,2023-08-22,2024-11-16T18:13:31.330169,3.4,2025-11-30,Film carry whatever analysis short production throw agree force wind film.
V1251,"Ballard, Graham and Wiley",Bonnie Davis,ballard.graham.and.wiley37@example.com,981-603-7072,"31859 Rachel Turnpike, Padillashire, MS 64378",Ingredients & Additives,COMPLETED_ONBOARDED,2023-05-27,2025-04-27T18:13:31.330471,4.7,2025-12-13,Black color major law chair letter attack special kid everybody toward heart attention choose after they bag something dark.
V1252,"Ponce, Hernandez and Davis",Donald Rush,ponce.hernandez.and.davis7@example.com,976.409.8685,"0427 Vargas Extension Apt. 122, Thomasfort, RI 44213",Packaging Solutions,YET_TO_RESPOND,2025-08-25,2025-08-15T18:13:31.330787,1.1,2026-06-15,Where child ball value discussion TV yourself anything party phone stop camera medical use.
V1253,Dyer LLC,Tammy Mcmahon,dyer.llc8@example.com,5188380632,"28811 Angela Lodge Suite 984, Sharonberg, SC 44879",Logistics & Distribution,YET_TO_RESPOND,2024-03-06,2025-01-09T18:13:31.331012,1.4,2026-06-19,Country nothing before police country all station third shoulder thank very over agency hope serve available close car strategy nation place.
V1254,"Robinson, Petersen and Robertson",Derrick Patton,robinson.petersen.and.robertson17@example.com,480.846.3246x57366,"52881 Thomas Mall Suite 430, East Johnmouth, NJ 15338",Ingredients & Additives,OPEN_IN_PROGRESS,2024-01-09,2024-11-11T18:13:31.331324,2.6,2026-10-23,Occur attorney occur politics feeling organization development measure audience join role current future ten four social need.
V1255,Riley-Oconnor,Richard Proctor,riley-oconnor50@example.com,001-910-344-2624x328,"567 Anita Ridges, Castillochester, IA 07434",Packaging Solutions,YET_TO_RESPOND,2024-08-08,2025-10-13T18:13:31.331590,2.5,2026-12-25,Experience piece thank stuff gas all while recent daughter necessary must education strong back fill.
V1256,Rice Group,Dana Ballard,rice.group31@example.com,+1-543-239-3622x41859,"4188 Nguyen Gardens Suite 136, Masonchester, ID 69594",Logistics & Distribution,OPEN_IN_PROGRESS,2023-03-31,2025-05-08T18:13:31.331842,4.3,2026-10-20,Own to stage accept again single other executive build either produce operation far town suggest design pay company.
V1257,"Kim, Mcfarland and Wagner",Patricia Johnson,kim.mcfarland.and.wagner37@example.com,+1-440-336-5973x2718,"083 Ryan Mission, Boothport, AZ 46782",Marketing & Advertising,OPEN_IN_PROGRESS,2025-07-09,2025-06-02T18:13:31.332149,3.2,2026-12-13,Charge smile year lead star school close education land to according city.
V1258,Rocha LLC,Juan Juarez,rocha.llc2@example.com,330-799-9956,"93188 Nichole Valley Apt. 952, Abigailfurt, AL 63841",Logistics & Distribution,YET_TO_RESPOND,2022-10-24,2025-05-30T18:13:31.332376,1.6,2026-06-17,Across oil end morning style nice condition light professor catch quite the analysis adult ask claim exist.
V1259,Stone-Johnson,Danielle Solis,stone-johnson4@example.com,341-472-5760x97711,"405 Larry Manor, Boydview, NE 64641",Contract Manufacturing,COMPLETED_ONBOARDED,2023-09-29,2025-02-08T18:13:31.332645,4.1,2025-12-14,Ready magazine card unit type individual off along bar amount.
V1260,"Thomas, Bennett and Wang",Jose Armstrong,thomas.bennett.and.wang29@example.com,659-894-2949x02650,"1570 Larry Shoals, North Brianberg, TN 32443",Manufacturing Equipment,COMPLETED_ONBOARDED,2023-09-28,2025-08-17T18:13:31.332940,4.6,2027-04-12,Listen argue raise part action election like somebody perhaps compare buy enter.
V1261,"Baxter, Martinez and Mccann",Anna Ramirez,baxter.martinez.and.mccann1@example.com,001-861-561-9410x882,"5971 Carpenter Roads, East Monique, KS 96588",Manufacturing Equipment,YET_TO_RESPOND,2023-09-30,2024-11-18T18:13:31.333268,5.0,2026-04-04,Thing challenge truth bring might staff stand eat great after account degree pretty value far end security.
V1262,Rivera Ltd,Eric Johnson,rivera.ltd34@example.com,403.981.0939,"1575 Kenneth River Suite 036, Port Jennifermouth, AR 60570",Raw Materials (Produce),COMPLETED_ONBOARDED,2024-11-21,2024-10-31T18:13:31.333496,1.8,2027-04-19,Something listen level hour year serve social cost inside likely up gas art.
V1263,"Gomez, Jones and Patel",Timothy Jones,gomez.jones.and.patel24@example.com,443-674-4734x2286,"32778 Jessica Parkway Suite 120, North Sabrinaberg, NV 76865",Packaging Solutions,OPEN_IN_PROGRESS,2024-02-08,2025-01-12T18:13:31.333797,2.3,2026-07-04,Firm at place cut ball throw model water just partner end three respond staff read man under reflect it.
